NOME;ENDEREÇO;LONGITUDE;LATITUDE;STATUS DO NEGÓCIO;AVALIAÇÕES;TOTAL DE AVALIAÇÕES
DROGARIAS PACHECO;Estr. Mirandela, 149 - Centro, Nilópolis - RJ, 26520-331, Brasil;-43.4169723;-22.8088514;OPERATIONAL;3.8;49
Drogarias Pacheco;Estr. Mirandela, 615 - QUADRA4, LOTE 206 - Centro, Nilópolis - RJ, 26520-332, Brasil;-43.42108409999999;-22.810756;OPERATIONAL;3.8;9
Drogarias Pacheco;Av. Getúlio de Moura, 1275 - Centro, Nilópolis - RJ, 26510-000, Brasil;-43.41470160000001;-22.81007090000001;OPERATIONAL;3.5;4
DROGARIAS PACHECO;Av. Min. Fernando Costa, 577 - Fazenda Caxias, Seropédica - RJ, 23895-225, Brasil;-43.70293059999999;-22.7442562;OPERATIONAL;2.9;30
DROGARIAS PACHECO;R. Dr. Curvelo Cavalcanti, 08 - Centro, Itaguaí - RJ, 23815-292, Brasil;-43.7739863;-22.8724306;OPERATIONAL;4.5;15
Drogarias Pacheco (Itaguai1);R. Dr. Curvelo Cavalcanti, 402 - E 406 - Centro, Itaguaí - RJ, 23830-040, Brasil;-43.7785832;-22.8703863;OPERATIONAL;4.1;55
Drogarias Pacheco;Av. Brasil, 60 - Centro, Araruama - RJ, 28970-000, Brasil;-42.3359316;-22.8725721;OPERATIONAL;4.1;108
Drogarias Pacheco;Av. Nilo Peçanha, 103 - Centro, Araruama - RJ, 28970-000, Brasil;-42.3397369;-22.8760335;OPERATIONAL;3.7;37
DROGARIAS PACHECO;R. Albino de Almeida, 251 - Centro, Resende - RJ, 27542-080, Brasil;-44.4495006;-22.46312560000001;OPERATIONAL;4.1;52
DROGARIAS PACHECO;R - Av. Tenente-Coronel Adalberto Mendes, 328 - Vila Santa Cecilia, Resende - RJ, 27521-130, Brasil;-44.4609974;-22.4700932;OPERATIONAL;4;11
Drogarias Pacheco;Av. João Ferreira Pinto, 194 - Jardim Jalisco, Resende - RJ, 27510-071, Brasil;-44.4541452;-22.4668987;OPERATIONAL;3.6;5
Drogarias Pacheco;Rua Luiz Beltrão, 117 - Lj 447 - Vila Valqueire, Rio de Janeiro - RJ, 21321-230, Brasil;-43.3662714;-22.8849348;OPERATIONAL;3;114
Drogarias Pacheco;R. Aurélio Valporto, 71 - loja B - Mal. Hermes, Rio de Janeiro - RJ, 21555-560, Brasil;-43.3704322;-22.8584197;OPERATIONAL;3;124
DROGARIAS PACHECO;Av. Brás de Pina, 1535 - loja A - Brás de Pina, Rio de Janeiro - RJ, 21210-674, Brasil;-43.3116012;-22.8397282;OPERATIONAL;3.4;61
DROGARIAS PACHECO;AV CARDOSO MOREIRA 347 - loja E SOBREloja - Av. Cardoso Moreira, 347 - Centro, Itaperuna - RJ, 28300-000, Brasil;-41.88895869999999;-21.2071449;OPERATIONAL;4.1;66
DROGARIAS PACHECO;R. Gov. Portela, 96 - Centro, Barra do Piraí - RJ, 27123-000, Brasil;-43.8262098;-22.4693682;OPERATIONAL;4.4;8
Drogarias Pacheco;Rua Barão do Rio Branco, 294 - Três Rios, RJ, 25804-010, Brasil;-43.2105369;-22.1153756;OPERATIONAL;4.6;14
DROGARIAS PACHECO;Av. Nilo Peçanha, 166 - Centro, Valença - RJ, 27600-000, Brasil;-43.7018947;-22.2443548;OPERATIONAL;3.6;24
DROGARIAS PACHECO;R XV DE NOVEMBRO - 97 - ANTIGOS 37/37-A - Centro, Rio Bonito - RJ, 28800-000, Brasil;-42.623082;-22.71051160000001;OPERATIONAL;4;24
drogarias Pacheco;Bela Vista, Nova Friburgo - RJ, 28605, Brasil;-42.53740759999999;-22.29205520000001;OPERATIONAL;3;2
DROGARIAS PACHECO;AV VICENTE DE CARVALHO 909 L 103 A 105 ESP COMER 056/057 1 P - Vicente de Carvalho, Rio de Janeiro - RJ, 21210-623, Brasil;-43.3059647;-22.84808379999999;OPERATIONAL;1.4;9
Drogarias Pacheco;R. Franz Liszt, 546 A - Jardim America, Rio de Janeiro - RJ, 21240-400, Brasil;-43.3216568;-22.80921000000001;OPERATIONAL;3.3;44
DROGARIAS PACHECO;Av. Monsenhor Félix, 1154 - Irajá, Rio de Janeiro - RJ, 21235-112, Brasil;-43.3274667;-22.833512;OPERATIONAL;2.8;59
DROGARIAS PACHECO;EST DOS BANDEIRANTES 24331 lojaS 101 A 106 - Vargem Grande, Rio de Janeiro - RJ, 22785-091, Brasil;-43.4915615;-22.9802344;OPERATIONAL;3.4;30
DROGARIAS PACHECO;Estrada Benvindo de Novaes, 1900 - loja B - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22783-010, Brasil;-43.4631405;-23.01416630000001;OPERATIONAL;3.2;20
Drogarias Pacheco;Via Ápia da Rocinha, 41 - Rocinha, Rio de Janeiro - RJ, 22451-400, Brasil;-43.2516048;-22.9919909;OPERATIONAL;4.4;27
DROGARIAS PACHECO;Av. das Américas, 15620 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-704, Brasil;-43.4643173;-23.0132339;OPERATIONAL;2.3;15
DROGARIAS PACHECO;Estr. de Jacarepaguá, 7741 - loja A - Jacarepaguá, Rio de Janeiro - RJ, 22753-211, Brasil;-43.3419317;-22.94137079999999;OPERATIONAL;3.6;42
Drogarias Pacheco;Estr. dos Bandeirantes, 5210 - Curicica, Rio de Janeiro - RJ, 22775-112, Brasil;-43.39059890000001;-22.9599799;OPERATIONAL;3.8;105
DROGARIAS PACHECO;R. Felipe Cardoso, 47 - Santa Cruz, Rio de Janeiro - RJ, 23515-000, Brasil;-43.68365189999999;-22.9162763;OPERATIONAL;4;79
DROGARIAS PACHECO;Av. Min. Ary Franco, 131 - Bangu, Rio de Janeiro - RJ, 21862-000, Brasil;-43.4646185;-22.8734291;OPERATIONAL;3.5;41
DROGARIAS PACHECO;Estr. Caetano Monteiro, 1000 - Pendotiba, Niterói - RJ, 24320-570, Brasil;-43.0597442;-22.9074376;OPERATIONAL;3.7;42
DROGARIAS PACHECO;EST DO MONTEIRO 1200 LUC 204 C D E - Campo Grande, Rio de Janeiro - RJ, 23045-830, Brasil;-43.5748104;-22.9274502;OPERATIONAL;3.2;6
DROGARIAS PACHECO;R. Cap. Barbosa, 698 - loja B - Cocotá, Rio de Janeiro - RJ, 21921-525, Brasil;-43.1817695;-22.8062382;OPERATIONAL;3.2;30
DROGARIAS PACHECO;Av. Paranapuã, 1472 - ILHA DO GOVERNADOR, Rio de Janeiro - RJ, 21910-003, Brasil;-43.1836643;-22.7959869;OPERATIONAL;3.7;26
Drogarias Pacheco;R. Srg. Fernandes Fontes, 30 - Centro, Rio de Janeiro - RJ, 21532-450, Brasil;-43.3666008;-22.8052345;OPERATIONAL;3.1;23
DROGARIAS PACHECO;Estr. da Água Grande, 1158 - Vista Alegre, Rio de Janeiro - RJ, 21230-351, Brasil;-43.31655260000001;-22.8269401;OPERATIONAL;3.7;24
Drogarias Pacheco;EST DA CACUIA 231 - lojaS C E D - ILHA DO GOVERNADOR, Rio de Janeiro - RJ, 21921-000, Brasil;-43.1898256;-22.8108803;OPERATIONAL;3.7;48
DROGARIAS PACHECO;Av. Ver. Edenites da Silva Viana, S/N - Centro, São Francisco de Itabapoana - RJ, 28230-000, Brasil;-41.1101839;-21.4748124;OPERATIONAL;-;-
DROGARIAS PACHECO;Av. Rui Barbosa, 142 - E 144 - São Francisco, Niterói - RJ, 24360-440, Brasil;-43.0902618;-22.9202336;OPERATIONAL;4;26
DROGARIAS PACHECO;Av. Sete de Setembro, 484 - Centro, Campos dos Goytacazes - RJ, 28013-331, Brasil;-41.323173;-21.75714;OPERATIONAL;2;1
DROGARIAS PACHECO;Estr. do Cafundá, 1199 - Taquara, Rio de Janeiro - RJ, 22730-540, Brasil;-43.3738525;-22.9142704;OPERATIONAL;2.6;10
Drogarias Pacheco Sa;Rua XV de Novembro 97 Antigos 37/37A - Centro, Bom Jesus do Itabapoana - RJ, 24020-125, Brasil;-41.67703989999999;-21.1348901;CLOSED_PERMANENTLY;-;-
DROGARIAS PACHECO;R. da Matriz, 117 - Centro, São João de Meriti - RJ, 25585-000, Brasil;-43.3711323;-22.8025496;OPERATIONAL;3.6;26
DROGARIAS PACHECO;R. Alfredo Whately, 128 - Campos Elíseos, Resende - RJ, 27542-170, Brasil;-44.4494706;-22.4630846;OPERATIONAL;4;2
Drogarias Pacheco;R. Visc. de Pirajá, 82 - loja B - Ipanema, Rio de Janeiro - RJ, 22410-000, Brasil;-43.1975671;-22.98448810000001;OPERATIONAL;3.1;18
DROGARIAS PACHECO;R. Visc. de Pirajá, 169 - loja A - Ipanema, Rio de Janeiro - RJ, 22410-001, Brasil;-43.2002552;-22.9847807;OPERATIONAL;3.4;5
DROGARIAS PACHECO;AV MINISTRO EDGARD ROMERO 239 - lojaS C E D - Madureira, Rio de Janeiro - RJ, 21360-201, Brasil;-43.3360867;-22.8710707;OPERATIONAL;3.6;12
Drogarias Pacheco;R. Visc. de Pirajá, 592 - loja A - Ipanema, Rio de Janeiro - RJ, 22410-002, Brasil;-43.2125349;-22.9836838;OPERATIONAL;4.1;7
DROGARIAS PACHECO;Rua Senador Camará, 61 - Santa Cruz, Rio de Janeiro - RJ, 23555-006, Brasil;-43.68558719999999;-22.9153785;OPERATIONAL;4.3;34
DROGARIAS PACHECO;AV CONEGO DE VASCONCELOS - 45 - 41 ANTIGO 7 CASA 1 E 2 - Bangu, Rio de Janeiro - RJ, 21815-011, Brasil;-43.4647814;-22.875974;OPERATIONAL;4;21
Drogarias Pacheco;Av. Cônego Vasconcelos, 325 - Bangu, Rio de Janeiro - RJ, 21810-011, Brasil;-43.4648772;-22.878471;OPERATIONAL;3.3;19
DROGARIAS PACHECO;R. Felipe Cardoso, 267 - loja A - Santa Cruz, Rio de Janeiro - RJ, 23510-000, Brasil;-43.6827782;-22.9180838;OPERATIONAL;4.1;49
DROGARIAS PACHECO;Praça Nossa Sra. da Apresentação, 223 - loja B E C - Irajá, Rio de Janeiro - RJ, 21231-000, Brasil;-43.32678099999999;-22.83035;OPERATIONAL;3.4;27
DROGARIAS PACHECO;Av. de Santa Cruz, 1108 - Realengo, Rio de Janeiro - RJ, 23520-243, Brasil;-43.4339419;-22.877774;OPERATIONAL;4;65
Drogarias Pacheco;Bacaxá, Saquarema - RJ, 28990-000, Brasil;-42.4705172;-22.8955088;OPERATIONAL;-;-
Drogarias Pacheco;R. República Árabe da Síria, 455 - loja A - ILHA DO GOVERNADOR, Rio de Janeiro - RJ, 21931-370, Brasil;-43.2103422;-22.8060765;OPERATIONAL;3.3;23
Drogarias Pacheco;R. Jardim Botânico, 700 - loja D - Jardim Botânico, Rio de Janeiro - RJ, 22461-000, Brasil;-43.2185524;-22.9650053;OPERATIONAL;4.1;40
DROGARIAS PACHECO;R. Francisco Real, 652 - Padre Miguel, Rio de Janeiro - RJ, 21810-041, Brasil;-43.4515462;-22.8792617;OPERATIONAL;4;46
DROGARIAS PACHECO;Av. Meriti, 2445 - Loja C - Brás de Pina, Rio de Janeiro - RJ, 21250-002, Brasil;-43.3115446;-22.8386114;OPERATIONAL;3.9;66
DROGARIAS PACHECO;R MARECHAL SOARES DE ANDREA - 290 - lojaS A E B - Realengo, Rio de Janeiro - RJ, 21710-180, Brasil;-43.4286546;-22.8788816;OPERATIONAL;4.1;17
Drogarias Pacheco;Av. Brás de Pina, 150 - Penha, Rio de Janeiro - RJ, 21011-400, Brasil;-43.2802531;-22.8408618;OPERATIONAL;3.6;27
Drogarias Pacheco;Av. Brás de Pina, 874 - loja B - Penha Circular, Rio de Janeiro - RJ, 21070-031, Brasil;-43.29581230000001;-22.8388629;OPERATIONAL;3.7;44
DROGARIAS PACHECO;R. Nicarágua, 250 - E 256 - Penha, Rio de Janeiro - RJ, 21020-050, Brasil;-43.2780204;-22.8400089;OPERATIONAL;3.1;71
DROGARIAS PACHECO;Av. Cesário de Melo, loja B - Paciência, Rio de Janeiro - RJ, 23585-125, Brasil;-43.63287789999999;-22.9170761;OPERATIONAL;3.3;43
DROGARIAS PACHECO;R. Cândido Benício, 1737 - Praça Seca, Rio de Janeiro - RJ, 21320-060, Brasil;-43.3511803;-22.8969526;OPERATIONAL;3.1;10
DROGARIAS PACHECO;R. Barcelos Domingos, 29 - Campo Grande, Rio de Janeiro - RJ, 23080-020, Brasil;-43.5592139;-22.9011115;OPERATIONAL;4;27
DROGARIAS PACHECO;Rua Marques De Abrantes, Lote 21 Pal 9834 - Quadra 07 - Campo Grande, Rio de Janeiro - RJ, 23087-283, Brasil;-43.5625796;-22.9351842;OPERATIONAL;-;-
DROGARIAS PACHECO;Estr. do Monteiro, 00234 - Campo Grande, Rio de Janeiro - RJ, 23045-830, Brasil;-43.5694817;-22.9245366;OPERATIONAL;-;-
Drogarias Pacheco;Piratininga - Estr. Francisco da Cruz Nunes, 6501 - Jacaré, Niterói - RJ, 24350-310, Brasil;-43.0567223;-22.9411501;OPERATIONAL;3.9;59
Drogarias Pacheco;R. Rodolfo Dantas, 40 - loja A - Copacabana, Rio de Janeiro - RJ, 22020-040, Brasil;-43.1787839;-22.9660239;OPERATIONAL;3.7;22
DROGARIAS PACHECO;R - Av. Min. Edgard Romero, 89 - Madureira, Rio de Janeiro - RJ, 21350-301, Brasil;-43.3373305;-22.874199;OPERATIONAL;3.8;8
DROGARIAS PACHECO;R. Gustavo Sampaio, 650 A - Leme, Rio de Janeiro - RJ, 22010-010, Brasil;-43.1714382;-22.9633126;OPERATIONAL;3.8;24
Drogarias Pacheco;R. Cap. Deslandes, 82 - Centro, Cachoeiro de Itapemirim - ES, 29300-170, Brasil;-41.1143255;-20.8484005;OPERATIONAL;3.7;35
DROGARIAS PACHECO;R - Av. Dom Hélder Câmara, 10244 - 10244 A - Cascadura, Rio de Janeiro - RJ, 21380-003, Brasil;-43.3257096;-22.8818426;OPERATIONAL;2.9;38
Drogarias Pacheco;R. Deolindo Perim, 234 - PRAIA DE ITAPARICA, Vila Velha - ES, 29102-050, Brasil;-40.2945366;-20.35634809999999;OPERATIONAL;2.3;6
DROGARIAS PACHECO;R. Bananeiras, 2 - 4 - Ilha dos Bentos, Vila Velha - ES, 29104-345, Brasil;-40.3153435;-20.37256829999999;OPERATIONAL;3.3;59
DROGARIAS PACHECO;Av. Santa Leopoldina, 1440 - loja 1 - Coqueiral de Itaparica, Vila Velha - ES, 29102-385, Brasil;-40.30285560000001;-20.3642249;OPERATIONAL;3.9;69
DROGARIAS PACHECO;R. Viúva Dantas, 60 - loja F - Campo Grande, Rio de Janeiro - RJ, 23052-090, Brasil;-43.55846930000001;-22.9031986;OPERATIONAL;3.9;28
Drogarias Pacheco;Av. Eng. Souza Filho, 22 - Jacarepaguá, Rio de Janeiro - RJ, 22723-255, Brasil;-43.3347504;-22.9758772;OPERATIONAL;4.1;117
DROGARIAS PACHECO;Av. Ten-Cel. Muniz de Aragão, 1258 - loja A - Anil, Rio de Janeiro - RJ, 22765-008, Brasil;-43.3500489;-22.9557784;OPERATIONAL;4.1;19
Drogarias Pacheco;R. das Laranjeiras, 430 - Laranjeiras, Rio de Janeiro - RJ, 22240-006, Brasil;-43.1915829;-22.9382594;OPERATIONAL;2.7;42
DROGARIAS PACHECO;Estrada do Galeão, 2315 - loja A B - Jardim Guanabara, Rio de Janeiro - RJ, 21931-385, Brasil;-43.2043663;-22.8044748;OPERATIONAL;3.8;26
Drogarias Pacheco;R. Barão de Mesquita, 1063 - Grajau, Rio de Janeiro - RJ, 20540-002, Brasil;-43.256702;-22.92362060000001;OPERATIONAL;3.5;32
Drogarias Pacheco;Estr. de Jacarepaguá, 6069 - Jacarepaguá, Rio de Janeiro - RJ, 22753-033, Brasil;-43.3371937;-22.9559629;OPERATIONAL;4;1
