data,marca,preco
2022-12-27,Jeep Commander,"5.529,90"
2022-12-27,Citroën C4,"2.269,80"
2022-12-27,Jeep Commander,"6.749,70"
2022-12-27,Volkswagen Nivus,"3.369,90"
2022-12-27,BYD TAN,"13.969,80"
2022-12-27,Jeep Renegade,"3.039,90"
2022-12-27,Jeep Renegade,"3.619,80"
2022-12-27,Nissan Leaf,"3.969,90"
2022-12-27,Jeep Compass,"5.199,90"
2022-12-27,Nissan Kicks,"2.969,70"
2022-12-27,Hyundai HB20,"2.869,80"
2022-12-27,Volkswagen T-Cross,"3.609,90"
2022-12-27,Jeep Compass,"4.149,90"
2022-12-27,Fiat Toro,"5.069,70"
2022-12-27,Nissan Kicks,"3.529,80"
2022-12-27,Chevrolet Spin,"2.819,70"
2022-12-27,Chevrolet Cruze,"3.419,70"
2022-12-27,Nissan Kicks,"3.169,80"
2022-12-27,Fiat Argo,"1.849,80"
2022-12-27,Fiat Strada,"2.419,80"
2022-12-27,Chevrolet Tracker,"3.339,90"
2022-12-27,Renault Kwid,"1.669,80"
2022-12-27,Fiat Mobi,"1.699,80"
2022-12-27,Hyundai HB20,"2.099,70"
2022-12-27,Volkswagen T-Cross,"3.269,70"
2022-12-27,Fiat Argo,"1.899,90"
2022-12-28,Chevrolet S10,"5.539,80"
2022-12-28,Mitsubishi L200,"6.369,90"
2022-12-28,Chevrolet Cruze,"4.109,70"
2022-12-28,Fiat Cronos,"2.149,80"
2022-12-28,Citroën C3,"1.869,90"
2022-12-28,Hyundai HB20,"2.889,90"
2022-12-28,Hyundai HB20,"2.309,70"
2022-12-28,Hyundai HB20,"2.639,70"
2022-12-28,Peugeot 208,"2.069,70"
2022-12-28,Citroën C4,"2.439,90"
2022-12-28,Peugeot 2008,"2.239,80"
2022-12-28,Renault Kwid,"1.719,90"
2022-12-28,Hyundai HB20,"2.169,90"
2022-12-28,Jeep Renegade,"2.989,80"
2022-12-28,Fiat Toro,"3.799,80"
2022-12-28,Fiat Mobi,"1.559,70"
2022-12-28,Jeep Commander,"5.529,90"
2022-12-28,Citroën C4,"2.269,80"
2022-12-28,Jeep Commander,"6.749,70"
2022-12-28,Volkswagen Nivus,"3.369,90"
2022-12-28,BYD TAN,"13.969,80"
2022-12-28,Jeep Renegade,"3.039,90"
2022-12-28,Jeep Renegade,"3.619,80"
2022-12-28,Nissan Leaf,"3.969,90"
2022-12-28,Jeep Compass,"5.199,90"
2022-12-28,Nissan Kicks,"2.969,70"
2022-12-28,Hyundai HB20,"2.869,80"
2022-12-28,Volkswagen T-Cross,"3.609,90"
2022-12-28,Jeep Compass,"4.149,90"
2022-12-28,Fiat Toro,"5.069,70"
2022-12-28,Nissan Kicks,"3.529,80"
2022-12-28,Chevrolet Spin,"2.819,70"
2022-12-28,Chevrolet Cruze,"3.419,70"
2022-12-28,Nissan Kicks,"3.169,80"
2022-12-28,Fiat Argo,"1.849,80"
2022-12-28,Fiat Strada,"2.419,80"
2022-12-28,Chevrolet Tracker,"3.339,90"
2022-12-28,Toyota Corolla,"3.669,90"
2022-12-28,Renault Kwid,"1.669,80"
2022-12-28,Fiat Mobi,"1.699,80"
2022-12-28,Hyundai HB20,"2.099,70"
2022-12-28,Volkswagen T-Cross,"3.269,70"
2022-12-28,Fiat Argo,"1.899,90"
2022-12-29,Chevrolet S10,"5.539,80"
2022-12-29,Mitsubishi L200,"6.369,90"
2022-12-29,Chevrolet Cruze,"4.109,70"
2022-12-29,Fiat Cronos,"2.149,80"
2022-12-29,Citroën C3,"1.869,90"
2022-12-29,Hyundai HB20,"2.889,90"
2022-12-29,Hyundai HB20,"2.309,70"
2022-12-29,Hyundai HB20,"2.639,70"
2022-12-29,Peugeot 208,"2.069,70"
2022-12-29,Citroën C4,"2.439,90"
2022-12-29,Peugeot 2008,"2.239,80"
2022-12-29,Renault Kwid,"1.719,90"
2022-12-29,Hyundai HB20,"2.169,90"
2022-12-29,Jeep Renegade,"2.989,80"
2022-12-29,Fiat Toro,"3.799,80"
2022-12-29,Fiat Mobi,"1.559,70"
2022-12-29,Jeep Commander,"5.529,90"
2022-12-29,Citroën C4,"2.269,80"
2022-12-29,Jeep Commander,"6.749,70"
2022-12-29,Volkswagen Nivus,"3.369,90"
2022-12-29,BYD TAN,"13.969,80"
2022-12-29,Jeep Renegade,"3.039,90"
2022-12-29,Jeep Renegade,"3.619,80"
2022-12-29,Nissan Leaf,"3.969,90"
2022-12-29,Jeep Compass,"5.199,90"
2022-12-29,Nissan Kicks,"2.969,70"
2022-12-29,Hyundai HB20,"2.869,80"
2022-12-29,Volkswagen T-Cross,"3.609,90"
2022-12-29,Jeep Compass,"4.149,90"
2022-12-29,Fiat Toro,"5.069,70"
2022-12-29,Nissan Kicks,"3.529,80"
2022-12-29,Chevrolet Spin,"2.819,70"
2022-12-29,Chevrolet Cruze,"3.419,70"
2022-12-29,Nissan Kicks,"3.169,80"
2022-12-29,Fiat Argo,"1.849,80"
2022-12-29,Fiat Strada,"2.419,80"
2022-12-29,Chevrolet Tracker,"3.339,90"
2022-12-29,Toyota Corolla,"3.669,90"
2022-12-29,Renault Kwid,"1.669,80"
2022-12-29,Fiat Mobi,"1.699,80"
2022-12-29,Hyundai HB20,"2.099,70"
2022-12-29,Volkswagen T-Cross,"3.269,70"
2022-12-29,Fiat Argo,"1.899,90"
2023-01-02,Chevrolet S10,"5.539,80"
2023-01-02,Mitsubishi L200,"6.369,90"
2023-01-02,Chevrolet Cruze,"4.109,70"
2023-01-02,Fiat Cronos,"2.149,80"
2023-01-02,Citroën C3,"1.869,90"
2023-01-02,Hyundai HB20,"2.889,90"
2023-01-02,Hyundai HB20,"2.309,70"
2023-01-02,Hyundai HB20,"2.659,80"
2023-01-02,Chery Tiggo,"4.639,80"
2023-01-02,Chevrolet Cruze,"2.969,70"
2023-01-02,Peugeot 208,"2.269,80"
2023-01-02,Peugeot 208,"2.069,70"
2023-01-02,Citroën C4,"2.439,90"
2023-01-02,Peugeot 2008,"2.369,70"
2023-01-02,Renault Kwid,"1.719,90"
2023-01-02,Hyundai HB20,"2.169,90"
2023-01-02,Jeep Renegade,"2.969,70"
2023-01-02,Fiat Toro,"3.799,80"
2023-01-02,Jeep Commander,"5.529,90"
2023-01-02,Citroën C4,"2.269,80"
2023-01-02,Jeep Commander,"6.749,70"
2023-01-02,Volkswagen Nivus,"3.369,90"
2023-01-02,BYD TAN,"13.969,80"
2023-01-02,Jeep Renegade,"3.619,80"
2023-01-02,Nissan Leaf,"3.969,90"
2023-01-02,Jeep Compass,"5.169,90"
2023-01-02,Nissan Kicks,"2.969,70"
2023-01-02,Hyundai HB20,"2.869,80"
2023-01-02,Volkswagen T-Cross,"3.609,90"
2023-01-02,Jeep Compass,"4.119,90"
2023-01-02,Fiat Toro,"5.069,70"
2023-01-02,Nissan Kicks,"3.529,80"
2023-01-02,Chevrolet Spin,"2.819,70"
2023-01-02,Chevrolet Cruze,"3.419,70"
2023-01-02,Nissan Kicks,"3.169,80"
2023-01-02,Fiat Argo,"1.799,70"
2023-01-02,Fiat Strada,"2.419,80"
2023-01-02,Chevrolet Tracker,"3.369,90"
2023-01-02,Toyota Corolla,"3.669,90"
2023-01-02,Renault Kwid,"1.669,80"
2023-01-02,Fiat Mobi,"1.639,80"
2023-01-02,Hyundai HB20,"2.099,70"
2023-01-02,Volkswagen T-Cross,"3.269,70"
2023-01-02,Fiat Argo,"1.879,80"
2023-01-03,Chevrolet S10,"5.539,80"
2023-01-03,Mitsubishi L200,"6.369,90"
2023-01-03,Chevrolet Cruze,"4.109,70"
2023-01-03,Fiat Cronos,"2.149,80"
2023-01-03,Citroën C3,"1.869,90"
2023-01-03,Hyundai HB20,"2.889,90"
2023-01-03,Hyundai HB20,"2.309,70"
2023-01-03,Hyundai HB20,"2.659,80"
2023-01-03,Chery Tiggo,"4.639,80"
2023-01-03,Chevrolet Cruze,"2.969,70"
2023-01-03,Peugeot 208,"2.269,80"
2023-01-03,Peugeot 208,"2.069,70"
2023-01-03,Citroën C4,"2.439,90"
2023-01-03,Peugeot 2008,"2.369,70"
2023-01-03,Renault Kwid,"1.719,90"
2023-01-03,Hyundai HB20,"2.169,90"
2023-01-03,Jeep Renegade,"2.969,70"
2023-01-03,Fiat Toro,"3.799,80"
2023-01-03,Jeep Commander,"5.529,90"
2023-01-03,Citroën C4,"2.269,80"
2023-01-03,Jeep Commander,"6.749,70"
2023-01-03,Volkswagen Nivus,"3.369,90"
2023-01-03,BYD TAN,"13.969,80"
2023-01-03,Jeep Renegade,"3.619,80"
2023-01-03,Nissan Leaf,"3.969,90"
2023-01-03,Jeep Compass,"5.169,90"
2023-01-03,Nissan Kicks,"2.969,70"
2023-01-03,Hyundai HB20,"2.869,80"
2023-01-03,Volkswagen T-Cross,"3.609,90"
2023-01-03,Jeep Compass,"4.119,90"
2023-01-03,Fiat Toro,"5.069,70"
2023-01-03,Nissan Kicks,"3.529,80"
2023-01-03,Chevrolet Spin,"2.819,70"
2023-01-03,Chevrolet Cruze,"3.419,70"
2023-01-03,Nissan Kicks,"3.169,80"
2023-01-03,Fiat Argo,"1.799,70"
2023-01-03,Fiat Strada,"2.419,80"
2023-01-03,Chevrolet Tracker,"3.369,90"
2023-01-03,Toyota Corolla,"3.669,90"
2023-01-03,Renault Kwid,"1.669,80"
2023-01-03,Fiat Mobi,"1.639,80"
2023-01-03,Hyundai HB20,"2.099,70"
2023-01-03,Volkswagen T-Cross,"3.269,70"
2023-01-03,Fiat Argo,"1.879,80"
2023-01-04,Chevrolet S10,"5.539,80"
2023-01-04,Chevrolet Cruze,"4.109,70"
2023-01-04,Fiat Cronos,"2.149,80"
2023-01-04,Citroën C3,"1.869,90"
2023-01-04,Hyundai HB20,"2.889,90"
2023-01-04,Hyundai HB20,"2.309,70"
2023-01-04,Hyundai HB20,"2.659,80"
2023-01-04,Chery Tiggo,"5.469,30"
2023-01-04,Chevrolet Cruze,"2.969,70"
2023-01-04,Peugeot 208,"2.269,80"
2023-01-04,Peugeot 208,"2.069,70"
2023-01-04,Citroën C4,"2.439,90"
2023-01-04,Peugeot 2008,"2.369,70"
2023-01-04,Renault Kwid,"1.719,90"
2023-01-04,Hyundai HB20,"2.169,90"
2023-01-04,Jeep Renegade,"2.969,70"
2023-01-04,Fiat Toro,"3.799,80"
2023-01-04,Jeep Commander,"5.529,90"
2023-01-04,Citroën C4,"2.269,80"
2023-01-04,Jeep Commander,"6.749,70"
2023-01-04,Volkswagen Nivus,"3.369,90"
2023-01-04,BYD TAN,"13.969,80"
2023-01-04,Jeep Renegade,"3.619,80"
2023-01-04,Nissan Leaf,"3.969,90"
2023-01-04,Jeep Compass,"5.169,90"
2023-01-04,Nissan Kicks,"2.969,70"
2023-01-04,Hyundai HB20,"2.869,80"
2023-01-04,Volkswagen T-Cross,"3.609,90"
2023-01-04,Jeep Compass,"4.119,90"
2023-01-04,Fiat Toro,"5.069,70"
2023-01-04,Nissan Kicks,"3.529,80"
2023-01-04,Chevrolet Spin,"2.819,70"
2023-01-04,Chevrolet Cruze,"3.419,70"
2023-01-04,Nissan Kicks,"3.169,80"
2023-01-04,Fiat Argo,"1.799,70"
2023-01-04,Fiat Strada,"2.419,80"
2023-01-04,Chevrolet Tracker,"3.369,90"
2023-01-04,Toyota Corolla,"3.669,90"
2023-01-04,Renault Kwid,"1.669,80"
2023-01-04,Fiat Mobi,"1.639,80"
2023-01-04,Hyundai HB20,"2.099,70"
2023-01-04,Volkswagen T-Cross,"3.269,70"
2023-01-04,Fiat Argo,"1.879,80"
2023-01-05,Chevrolet S10,"5.539,80"
2023-01-05,Chevrolet Cruze,"4.109,70"
2023-01-05,Fiat Cronos,"2.149,80"
2023-01-05,Citroën C3,"1.869,90"
2023-01-05,Hyundai HB20,"2.889,90"
2023-01-05,Hyundai HB20,"2.309,70"
2023-01-05,Hyundai HB20,"2.659,80"
2023-01-05,Chery Tiggo,"5.469,30"
2023-01-05,Chevrolet Cruze,"2.969,70"
2023-01-05,Peugeot 208,"2.269,80"
2023-01-05,Peugeot 208,"2.069,70"
2023-01-05,Citroën C4,"2.439,90"
2023-01-05,Peugeot 2008,"2.369,70"
2023-01-05,Renault Kwid,"1.719,90"
2023-01-05,Hyundai HB20,"2.169,90"
2023-01-05,Jeep Renegade,"2.969,70"
2023-01-05,Fiat Toro,"3.799,80"
2023-01-05,Jeep Commander,"5.529,90"
2023-01-05,Citroën C4,"2.269,80"
2023-01-05,Jeep Commander,"6.749,70"
2023-01-05,Volkswagen Nivus,"3.369,90"
2023-01-05,BYD TAN,"13.969,80"
2023-01-05,Jeep Renegade,"3.619,80"
2023-01-05,Nissan Leaf,"3.969,90"
2023-01-05,Jeep Compass,"5.169,90"
2023-01-05,Nissan Kicks,"2.969,70"
2023-01-05,Hyundai HB20,"2.869,80"
2023-01-05,Volkswagen T-Cross,"3.609,90"
2023-01-05,Jeep Compass,"4.119,90"
2023-01-05,Fiat Toro,"5.069,70"
2023-01-05,Nissan Kicks,"3.529,80"
2023-01-05,Chevrolet Spin,"2.819,70"
2023-01-05,Chevrolet Cruze,"3.419,70"
2023-01-05,Nissan Kicks,"3.169,80"
2023-01-05,Fiat Argo,"1.799,70"
2023-01-05,Fiat Strada,"2.419,80"
2023-01-05,Chevrolet Tracker,"3.369,90"
2023-01-05,Toyota Corolla,"3.669,90"
2023-01-05,Renault Kwid,"1.669,80"
2023-01-05,Fiat Mobi,"1.639,80"
2023-01-05,Hyundai HB20,"2.099,70"
2023-01-05,Volkswagen T-Cross,"3.269,70"
2023-01-05,Fiat Argo,"1.879,80"
2023-01-06,Chevrolet S10,"5.539,80"
2023-01-06,Chevrolet Cruze,"4.109,70"
2023-01-06,Fiat Cronos,"2.149,80"
2023-01-06,Citroën C3,"1.869,90"
2023-01-06,Hyundai HB20,"2.889,90"
2023-01-06,Hyundai HB20,"2.309,70"
2023-01-06,Hyundai HB20,"2.659,80"
2023-01-06,Chery Tiggo,"5.469,30"
2023-01-06,Chevrolet Cruze,"2.969,70"
2023-01-06,Peugeot 208,"2.269,80"
2023-01-06,Peugeot 208,"2.069,70"
2023-01-06,Citroën C4,"2.439,90"
2023-01-06,Peugeot 2008,"2.369,70"
2023-01-06,Renault Kwid,"1.719,90"
2023-01-06,Hyundai HB20,"2.139,90"
2023-01-06,Jeep Renegade,"2.969,70"
2023-01-06,Fiat Toro,"3.799,80"
2023-01-06,Jeep Commander,"5.529,90"
2023-01-06,Citroën C4,"2.269,80"
2023-01-06,Jeep Commander,"6.749,70"
2023-01-06,Volkswagen Nivus,"3.369,90"
2023-01-06,BYD TAN,"13.969,80"
2023-01-06,Jeep Renegade,"3.619,80"
2023-01-06,Nissan Leaf,"3.969,90"
2023-01-06,Jeep Compass,"5.169,90"
2023-01-06,Nissan Kicks,"2.969,70"
2023-01-06,Hyundai HB20,"2.869,80"
2023-01-06,Volkswagen T-Cross,"3.609,90"
2023-01-06,Jeep Compass,"4.119,90"
2023-01-06,Fiat Toro,"5.069,70"
2023-01-06,Nissan Kicks,"3.529,80"
2023-01-06,Chevrolet Spin,"2.819,70"
2023-01-06,Chevrolet Cruze,"3.419,70"
2023-01-06,Nissan Kicks,"3.169,80"
2023-01-06,Fiat Argo,"1.799,70"
2023-01-06,Fiat Strada,"2.419,80"
2023-01-06,Toyota Corolla,"3.669,90"
2023-01-06,Renault Kwid,"1.669,80"
2023-01-06,Fiat Mobi,"1.639,80"
2023-01-06,Hyundai HB20,"2.099,70"
2023-01-06,Volkswagen T-Cross,"3.269,70"
2023-01-06,Fiat Argo,"1.879,80"
2023-01-09,Chevrolet Cruze,"4.109,70"
2023-01-09,Citroën C3,"1.869,90"
2023-01-09,Hyundai HB20,"2.889,90"
2023-01-09,Hyundai HB20,"2.309,70"
2023-01-09,Hyundai HB20,"2.659,80"
2023-01-09,Chery Tiggo,"5.469,30"
2023-01-09,Chevrolet Cruze,"2.969,70"
2023-01-09,Peugeot 208,"2.269,80"
2023-01-09,Peugeot 208,"2.069,70"
2023-01-09,Citroën C4,"2.439,90"
2023-01-09,Peugeot 2008,"2.369,70"
2023-01-09,Renault Kwid,"1.719,90"
2023-01-09,Hyundai HB20,"2.139,90"
2023-01-09,Jeep Renegade,"2.969,70"
2023-01-09,Jeep Commander,"5.529,90"
2023-01-09,Citroën C4,"2.269,80"
2023-01-09,Jeep Commander,"6.749,70"
2023-01-09,Volkswagen Nivus,"3.369,90"
2023-01-09,BYD TAN,"13.969,80"
2023-01-09,Jeep Renegade,"3.619,80"
2023-01-09,Nissan Leaf,"3.969,90"
2023-01-09,Jeep Compass,"5.169,90"
2023-01-09,Nissan Kicks,"2.969,70"
2023-01-09,Hyundai HB20,"2.869,80"
2023-01-09,Volkswagen T-Cross,"3.609,90"
2023-01-09,Jeep Compass,"4.119,90"
2023-01-09,Nissan Kicks,"3.529,80"
2023-01-09,Chevrolet Cruze,"3.419,70"
2023-01-09,Nissan Kicks,"3.169,80"
2023-01-09,Fiat Argo,"1.799,70"
2023-01-09,Fiat Strada,"2.419,80"
2023-01-09,Toyota Corolla,"3.669,90"
2023-01-09,Renault Kwid,"1.669,80"
2023-01-09,Fiat Mobi,"1.639,80"
2023-01-09,Hyundai HB20,"2.099,70"
2023-01-09,Volkswagen T-Cross,"3.269,70"
2023-01-09,Fiat Argo,"1.879,80"
