Code;Data;Empresa;Membro;Ativo;Qnt. Inicial;Qnt. Final;Saldo
25526;jul/22;CRUZEIRO DO SUL EDUCACIONAL S.A.;Conselho Administração;Ações;19.408;19.408;0
8605;jul/22;METALGRAFICA IGUACU S.A.;Direto;Ações;19.330;19.330;0
14206;jul/22;BRB BCO DE BRASILIA S.A.;Conselho Administração;Ações;19.300;19.300;0
24708;jul/22;ITAÚSA S.A.;Conselho Administração;Ações;18.922;18.922;0
5410;jul/22;WEG S.A.;Conselho Administração;Ações;18.750;18.750;0
21733;jul/22;CIELO S.A.;Conselho Fiscal;Ações;18.200;18.200;0
11215;jul/22;TECBLU TECELAGEM BLUMENAU S.A.;Controlador;Ações;18.084;18.084;0
7617;jul/22;ITAÚSA S.A.;Direto;Ações;17.955;17.955;0
2453;jul/22;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Direto;Ações;17.806;17.806;0
21733;jul/22;BCO BRASIL S.A.;Conselho Administração;Ações;17.748;17.748;0
25275;jul/22;ALPHAVILLE S.A.;Conselho Administração;Ações;17.615;17.615;0
20710;jul/22;LOG-IN LOGISTICA INTERMODAL S.A.;Órgãos Técnicos ou Consultivos;Ações;17.332;17.332;0
21091;jul/22;ITAÚSA S.A.;Conselho Fiscal;Ações;17.284;17.284;0
2453;jul/22;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Controlador;Ações;17.085;17.085;0
3190;jul/22;ENERGISA S.A.;Direto;Units;16.928;16.928;0
10456;jul/22;ITAÚSA S.A.;Órgãos Técnicos ou Consultivos;Ações;16.900;16.900;0
19550;jul/22;Natura &Co Holding S.A.;Direto;Outros;16.752;16.752;0
11312;jul/22;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Administração;Ações;16.301;16.301;0
12653;jul/22;KLABIN S.A.;Conselho Fiscal;Ações;16.300;16.300;0
16632;jul/22;DEXXOS PARTICIPAÇÕES S.A.;Controlador;Ações;16.275;16.275;0
25119;jul/22;Melnick Desenvolvimento Imobiliário S.A.;Conselho Administração;Ações;16.211;16.211;0
4537;jul/22;GRAZZIOTIN S.A.;Conselho Fiscal;Ações;15.900;15.900;0
22349;jul/22;AREZZO INDÚSTRIA E COMÉRCIO S.A.;Direto;Ações;15.405;15.405;0
12696;jul/22;SANSUY S.A. INDUSTRIA DE PLASTICOS;Conselho Administração;Ações;15.100;15.100;0
7870;jul/22;KEPLER WEBER S.A.;Conselho Administração;Ações;15.000;15.000;0
3115;jul/22;CIA SEGUROS ALIANCA DA BAHIA;Controlador;Ações;14.767;14.767;0
9954;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Administração;Ações;14.400;14.400;0
3891;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Administração;Ações;14.400;14.400;0
4707;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Administração;Ações;14.400;14.400;0
22470;jul/22;MAGAZINE LUIZA S.A.;Conselho Fiscal;Ações;13.612;13.612;0
24708;jul/22;ITAÚSA S.A.;Direto;Ações;13.360;13.360;0
19569;jul/22;GOL LINHAS AEREAS INTELIGENTES S.A.;Conselho Fiscal;Ações;13.123;13.123;0
18708;jul/22;CIA PARTICIPACOES ALIANCA DA BAHIA;Direto;Ações;12.902;12.902;0
8753;jul/22;METISA METALURGICA TIMBOENSE S.A.;Direto;Ações;12.746;12.746;0
19348;jul/22;ITAU UNIBANCO HOLDING S.A.;Conselho Administração;Ações;12.516;12.516;0
22497;jul/22;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Conselho Administração;Ações;12.200;12.200;0
20524;jul/22;Melnick Desenvolvimento Imobiliário S.A.;Órgãos Técnicos ou Consultivos;Ações;12.097;12.097;0
22055;jul/22;MARISA LOJAS S.A.;Conselho Administração;Ações;12.055;12.055;0
11592;jul/22;UNIPAR CARBOCLORO S.A.;Conselho Fiscal;Ações;12.000;12.000;0
14605;jul/22;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho Administração;Ações;11.883;11.883;0
19348;jul/22;ITAÚSA S.A.;Direto;Ações;11.340;11.340;0
1325;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Conselho Fiscal;Ações;11.302;11.302;0
8540;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Conselho Fiscal;Ações;11.300;11.300;0
24015;jul/22;BCO BRADESCO S.A.;Órgãos Técnicos ou Consultivos;Ações;11.000;11.000;0
18775;jul/22;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Controlador;Debêntures;10.849;10.849;0
14311;jul/22;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;Ações;10.800;10.800;0
20966;jul/22;CIA TECIDOS NORTE DE MINAS COTEMINAS;Conselho Administração;Ações;10.636;10.636;0
1325;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Conselho Administração;Ações;10.376;10.376;0
23159;jul/22;BCO BRASIL S.A.;Conselho Fiscal;Ações;10.341;10.341;0
13986;jul/22;SUZANO S.A.;Conselho Fiscal;Ações;10.203;10.203;0
5258;jul/22;RAIA DROGASIL S.A.;Conselho Fiscal;Ações;10.063;10.063;0
17671;jul/22;TELEFÔNICA BRASIL S.A;Conselho Administração;Ações;10.009;10.009;0
17671;jul/22;TELEFÔNICA BRASIL S.A;Direto;Ações;10.000;10.000;0
23310;jul/22;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Conselho Administração;Ações;10.000;10.000;0
22365;jul/22;ENAUTA PARTICIPAÇÕES S.A.;Conselho Fiscal;Ações;10.000;10.000;0
21067;jul/22;MOURA DUBEUX ENGENHARIA S/A;Conselho Administração;Ações;10.000;10.000;0
18465;jul/22;ULTRAPAR PARTICIPACOES S.A.;Conselho Fiscal;Ações;10.000;10.000;0
26930;jul/22;Amazone Fun Parks S.A.;Conselho Administração;Ações;10.000;10.000;0
6211;jul/22;FRAS-LE S.A.;Direto;Ações;10.000;10.000;0
4170;jul/22;VALE S.A.;Conselho Fiscal;Ações;9.635;9.635;0
21733;jul/22;BCO BRASIL S.A.;Órgãos Técnicos ou Consultivos;Ações;9.628;9.628;0
19615;jul/22;GRENDENE S.A.;Conselho Administração;Ações;9.081;9.081;0
11215;jul/22;TECBLU TECELAGEM BLUMENAU S.A.;Controlador;Ações;8.933;8.933;0
16659;jul/22;PORTO SEGURO S.A.;Conselho Administração;Ações;8.800;8.800;0
6505;jul/22;VIA S.A.;Conselho Administração;Ações;8.700;8.700;0
19305;jul/22;BIOMM S.A.;Direto;BônusdeSubscrição;8.561;8.561;0
24180;jul/22;IRB - BRASIL RESSEGUROS S.A.;Conselho Fiscal;Ações;8.400;8.400;0
24783;jul/22;Natura &Co Holding S.A.;Conselho Administração;Ações;8.277;8.277;0
20524;jul/22;Melnick Desenvolvimento Imobiliário S.A.;Direto;Ações;8.235;8.235;0
24015;jul/22;BRADESPAR S.A.;Conselho Administração;Ações;8.222;8.222;0
25062;jul/22;Lavvi Empreendimentos Imobiliários S.A.;Direto;Ações;8.200;8.200;0
20451;jul/22;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Direto;Ações;8.200;8.200;0
21733;jul/22;BCO BRASIL S.A.;Conselho Fiscal;Ações;8.069;8.069;0
14664;jul/22;SCHULZ S.A.;Direto;Ações;7.792;7.792;0
23221;jul/22;SER EDUCACIONAL S.A.;Direto;Ações;7.700;7.700;0
9954;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Administração;Ações;7.643;7.643;0
3891;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Administração;Ações;7.643;7.643;0
4707;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Administração;Ações;7.643;7.643;0
18821;jul/22;CCR S.A.;Conselho Fiscal;Ações;7.508;7.508;0
17329;jul/22;ENGIE BRASIL ENERGIA S.A.;Direto;Ações;7.250;7.250;0
13447;jul/22;POLPAR S.A.;Conselho Administração;Ações;7.250;7.250;0
3115;jul/22;CIA SEGUROS ALIANCA DA BAHIA;Conselho Administração;Ações;7.210;7.210;0
8451;jul/22;MARCOPOLO S.A.;Conselho Fiscal;Ações;7.201;7.201;0
18139;jul/22;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Conselho Fiscal;Ações;7.200;7.200;0
20443;jul/22;CIA SIDERURGICA NACIONAL;Conselho Administração;Ações;6.820;6.820;0
12653;jul/22;KLABIN S.A.;Conselho Fiscal;Ações;6.575;6.575;0
22454;jul/22;T4F ENTRETENIMENTO S.A.;Direto;Ações;6.500;6.500;0
20915;jul/22;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho Fiscal;Ações;6.500;6.500;0
25046;jul/22;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Direto;Ações;6.400;6.400;0
25127;jul/22;COSAN S.A.;Direto;Ações;6.218;6.218;0
13447;jul/22;POLPAR S.A.;Conselho Administração;Ações;6.129;6.129;0
26921;jul/22;SIMPAR S.A.;Direto;Ações;6.048;6.048;0
19763;jul/22;EDP - ENERGIAS DO BRASIL S.A.;Conselho Administração;Ações;6.036;6.036;0
25119;jul/22;EVEN CONSTRUTORA E INCORPORADORA S.A.;Conselho Administração;Ações;6.000;6.000;0
23795;jul/22;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Órgãos Técnicos ou Consultivos;Ações;5.687;5.687;0
15253;jul/22;ENERGISA S.A.;Conselho Administração;Units;5.460;5.460;0
20516;jul/22;SAO MARTINHO S.A.;Direto;Ações;5.435;5.435;0
3298;jul/22;CIA HABITASUL DE PARTICIPACOES;Controlador;Ações;5.365;5.365;0
23370;jul/22;CIA SIDERURGICA NACIONAL;Conselho Administração;Ações;5.320;5.320;0
4820;jul/22;BRASKEM S.A.;Órgãos Técnicos ou Consultivos;Ações;5.300;5.300;0
23159;jul/22;BB SEGURIDADE PARTICIPAÇÕES S.A.;Direto;Ações;5.255;5.255;0
20966;jul/22;CIA TECIDOS NORTE DE MINAS COTEMINAS;Conselho Administração;Ações;5.172;5.172;0
24902;jul/22;Mitre Realty Empreendimentos e Participações S.A.;Direto;Ações;5.103;5.103;0
14206;jul/22;BRB BCO DE BRASILIA S.A.;Conselho Administração;Ações;5.010;5.010;0
17973;jul/22;COGNA EDUCAÇÃO S.A.;Conselho Fiscal;Ações;5.000;5.000;0
21938;jul/22;ENERGISA S.A.;Conselho Administração;Units;5.000;5.000;0
26085;jul/22;BRISANET PARTICIPAÇÕES S.A.;Direto;Ações;5.000;5.000;0
3190;jul/22;ENERGISA S.A.;Conselho Administração;Units;5.000;5.000;0
11258;jul/22;TELEC BRASILEIRAS S.A. TELEBRAS;Conselho Administração;Ações;4.970;4.970;0
7617;jul/22;ITAU UNIBANCO HOLDING S.A.;Direto;Ações;4.680;4.680;0
15539;jul/22;NEOENERGIA S.A.;Conselho Fiscal;Ações;4.600;4.600;0
16292;jul/22;BRF S.A.;Conselho Administração;Ações;4.600;4.600;0
17485;jul/22;NEOENERGIA S.A.;Conselho Fiscal;Ações;4.600;4.600;0
18139;jul/22;NEOENERGIA S.A.;Conselho Fiscal;Ações;4.600;4.600;0
14362;jul/22;NEOENERGIA S.A.;Conselho Fiscal;Ações;4.600;4.600;0
14524;jul/22;NEOENERGIA S.A.;Conselho Fiscal;Ações;4.600;4.600;0
17329;jul/22;ENGIE BRASIL ENERGIA S.A.;Conselho Fiscal;Ações;4.583;4.583;0
9954;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Fiscal;Ações;4.275;4.275;0
25798;jul/22;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Direto;Ações;4.239;4.239;0
3115;jul/22;CIA SEGUROS ALIANCA DA BAHIA;Conselho Administração;Ações;4.228;4.228;0
9954;jul/22;ALFA HOLDINGS S.A.;Conselho Fiscal;Ações;4.101;4.101;0
1384;jul/22;ALFA HOLDINGS S.A.;Conselho Fiscal;Ações;4.101;4.101;0
9954;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Fiscal;Ações;4.100;4.100;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Fiscal;Ações;4.100;4.100;0
1384;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Fiscal;Ações;4.100;4.100;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Fiscal;Ações;4.100;4.100;0
18821;jul/22;CCR S.A.;Conselho Administração;Ações;4.016;4.016;0
21040;jul/22;SYN PROP & TECH S.A.;Controlador;Ações;4.000;4.000;0
3891;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Fiscal;Ações;4.000;4.000;0
3891;jul/22;ALFA HOLDINGS S.A.;Conselho Fiscal;Ações;4.000;4.000;0
4707;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Fiscal;Ações;4.000;4.000;0
4707;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Fiscal;Ações;4.000;4.000;0
23302;jul/22;QUALITY SOFTWARE S.A.;Direto;Ações;4.000;4.000;0
23159;jul/22;BCO BRASIL S.A.;Órgãos Técnicos ou Consultivos;Ações;3.991;3.991;0
1023;jul/22;BCO BRASIL S.A.;Conselho Administração;Ações;3.988;3.988;0
19348;jul/22;ITAÚSA S.A.;Órgãos Técnicos ou Consultivos;Ações;3.938;3.938;0
22012;jul/22;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Conselho Fiscal;Ações;3.900;3.900;0
15253;jul/22;ENERGISA S.A.;Controlador;Units;3.700;3.700;0
25437;jul/22;MRV ENGENHARIA E PARTICIPACOES S.A.;Direto;Ações;3.652;3.652;0
18139;jul/22;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Conselho Fiscal;Ações;3.594;3.594;0
26050;jul/22;Unifique Telecomunicações S.A.;Conselho Administração;Ações;3.427;3.427;0
25704;jul/22;BOA SAFRA SEMENTES S.A.;Conselho Administração;Ações;3.399;3.399;0
20257;jul/22;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Conselho Fiscal;Units;3.300;3.300;0
13986;jul/22;SUZANO S.A.;Conselho Administração;Ações;3.300;3.300;0
17329;jul/22;ENGIE BRASIL ENERGIA S.A.;Conselho Administração;Debêntures;3.056;3.056;0
24864;jul/22;ENERGISA S.A.;Direto;Ações;3.005;3.005;0
14869;jul/22;CIA ENERGETICA DO CEARA - COELCE;Conselho Fiscal;Ações;3.001;3.001;0
17329;jul/22;ENGIE BRASIL ENERGIA S.A.;Conselho Administração;Debêntures;3.000;3.000;0
25585;jul/22;CSN MINERAÇÃO S.A.;Direto;Ações;3.000;3.000;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Direto;Ações;3.000;3.000;0
22799;jul/22;SINQIA S.A.;Órgãos Técnicos ou Consultivos;Ações;2.992;2.992;0
14605;jul/22;ENERGISA S.A.;Direto;Ações;2.900;2.900;0
5576;jul/22;ENERGISA S.A.;Direto;Ações;2.900;2.900;0
24589;jul/22;ENERGISA S.A.;Direto;Ações;2.900;2.900;0
9393;jul/22;PARANAPANEMA S.A.;Conselho Administração;Ações;2.900;2.900;0
19879;jul/22;LIGHT S.A.;Conselho Fiscal;Ações;2.800;2.800;0
23159;jul/22;BB SEGURIDADE PARTICIPAÇÕES S.A.;Conselho Administração;Ações;2.754;2.754;0
26603;jul/22;Rede D?Or São Luiz S.A.;Direto;Ações;2.649;2.649;0
25550;jul/22;Orizon Valorização de Resíduos S.A.;Direto;Ações;2.600;2.600;0
26506;jul/22;LUPO S.A.;Conselho Fiscal;Ações;2.571;2.571;0
25860;jul/22;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;Direto;Units;2.500;2.500;0
11070;jul/22;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Direto;Ações;2.500;2.500;0
18775;jul/22;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Controlador;Debêntures;2.486;2.486;0
18996;jul/22;ENERGISA S.A.;Direto;RecibodeSubscrição;2.361;2.361;0
25208;jul/22;TRACK & FIELD CO S.A.;Órgãos Técnicos ou Consultivos;Ações;2.162;2.162;0
24600;jul/22;BANCO BMG S/A;Conselho Fiscal;Ações;2.156;2.156;0
14362;jul/22;NEOENERGIA S.A.;Direto;Ações;2.100;2.100;0
23159;jul/22;BCO BRASIL S.A.;Conselho Administração;Ações;2.050;2.050;0
21040;jul/22;SYN PROP & TECH S.A.;Direto;Ações;2.048;2.048;0
6076;jul/22;FINANSINOS S.A.- CREDITO FINANC E INVEST;Direto;Ações;2.022;2.022;0
1023;jul/22;BB SEGURIDADE PARTICIPAÇÕES S.A.;Órgãos Técnicos ou Consultivos;Ações;2.000;2.000;0
15253;jul/22;ENERGISA S.A.;Controlador;Units;2.000;2.000;0
4170;jul/22;VALE S.A.;Órgãos Técnicos ou Consultivos;Outros;2.000;2.000;0
9954;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Fiscal;Ações;1.954;1.954;0
1384;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Fiscal;Ações;1.954;1.954;0
25119;jul/22;Melnick Desenvolvimento Imobiliário S.A.;Direto;Ações;1.935;1.935;0
11070;jul/22;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Conselho Administração;Ações;1.915;1.915;0
18708;jul/22;CIA PARTICIPACOES ALIANCA DA BAHIA;Direto;Ações;1.907;1.907;0
1325;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Conselho Fiscal;Ações;1.883;1.883;0
8540;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Conselho Fiscal;Ações;1.883;1.883;0
18376;jul/22;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Conselho Fiscal;Ações;1.704;1.704;0
906;jul/22;BCO BRADESCO S.A.;Conselho Fiscal;Ações;1.699;1.699;0
3069;jul/22;CIA FERRO LIGAS DA BAHIA - FERBASA;Direto;Ações;1.600;1.600;0
1325;jul/22;BCO MERCANTIL DO BRASIL S.A.;Conselho Fiscal;Ações;1.600;1.600;0
20770;jul/22;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Conselho Fiscal;Ações;1.500;1.500;0
9954;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Fiscal;Ações;1.475;1.475;0
20257;jul/22;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Direto;Units;1.400;1.400;0
24627;jul/22;Blau Farmacêutica S.A.;Direto;Ações;1.400;1.400;0
9539;jul/22;PETTENATI S.A. INDUSTRIA TEXTIL;Conselho Fiscal;Ações;1.376;1.376;0
21733;jul/22;CIELO S.A.;Conselho Administração;Ações;1.339;1.339;0
20702;jul/22;VIVER INCORPORADORA E CONSTRUTORA S.A.;Conselho Fiscal;Ações;1.318;1.318;0
25003;jul/22;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Direto;Ações;1.300;1.300;0
1023;jul/22;BB SEGURIDADE PARTICIPAÇÕES S.A.;Conselho Administração;Ações;1.280;1.280;0
7617;jul/22;DEXCO S.A.;Conselho Administração;Ações;1.243;1.243;0
21733;jul/22;BCO BRADESCO S.A.;Órgãos Técnicos ou Consultivos;Ações;1.228;1.228;0
21610;jul/22;B3 S.A. - BRASIL, BOLSA, BALCÃO;Conselho Fiscal;Ações;1.227;1.227;0
4537;jul/22;GRAZZIOTIN S.A.;Direto;Ações;1.200;1.200;0
20770;jul/22;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Direto;Ações;1.148;1.148;0
14664;jul/22;SCHULZ S.A.;Conselho Administração;Ações;1.120;1.120;0
21610;jul/22;B3 S.A. - BRASIL, BOLSA, BALCÃO;Direto;Outros;1.101;1.101;0
21733;jul/22;BCO BRADESCO S.A.;Direto;Ações;1.100;1.100;0
6505;jul/22;VIA S.A.;Conselho Fiscal;Ações;1.100;1.100;0
20648;jul/22;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Controlador;Ações;1.087;1.087;0
3891;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Fiscal;Ações;1.050;1.050;0
4707;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Fiscal;Ações;1.050;1.050;0
4707;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Fiscal;Ações;1.050;1.050;0
1023;jul/22;BCO BRASIL S.A.;Conselho Fiscal;Ações;1.012;1.012;0
3077;jul/22;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Conselho Administração;Ações;1.010;1.010;0
25003;jul/22;MOVIDA PARTICIPACOES SA;Direto;Outros;1.000;1.000;0
20435;jul/22;TECNISA S.A.;Direto;Ações;1.000;1.000;0
24996;jul/22;DIRECIONAL ENGENHARIA S.A.;Direto;Ações;1.000;1.000;0
12696;jul/22;SANSUY S.A. INDUSTRIA DE PLASTICOS;Direto;Ações;1.000;1.000;0
9954;jul/22;ALFA HOLDINGS S.A.;Conselho Fiscal;Ações;1.000;1.000;0
3891;jul/22;ALFA HOLDINGS S.A.;Conselho Fiscal;Ações;1.000;1.000;0
1384;jul/22;ALFA HOLDINGS S.A.;Conselho Fiscal;Ações;1.000;1.000;0
25003;jul/22;JSL S.A.;Conselho Administração;Outros;999;999;0
23825;jul/22;SIMPAR S.A.;Conselho Administração;Derivativos;999;999;0
16551;jul/22;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Direto;Ações;959;959;0
21733;jul/22;BCO BRADESCO S.A.;Direto;Ações;931;931;0
21733;jul/22;BCO BRASIL S.A.;Direto;Ações;900;900;0
25046;jul/22;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Direto;Ações;900;900;0
4030;jul/22;CIA SIDERURGICA NACIONAL;Conselho Fiscal;Ações;900;900;0
14109;jul/22;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Conselho Administração;Ações;900;900;0
4820;jul/22;BRASKEM S.A.;Conselho Administração;Ações;898;898;0
20257;jul/22;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Direto;Debêntures;848;848;0
20257;jul/22;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Direto;Debêntures;842;842;0
94;jul/22;PANATLANTICA S.A.;Direto;Ações;837;837;0
25003;jul/22;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Direto;Outros;804;804;0
24716;jul/22;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Conselho Administração;AGREGOCIO;804;804;0
4170;jul/22;VALE S.A.;Conselho Administração;Outros;790;790;0
1325;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Controlador;Ações;736;736;0
18708;jul/22;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho Fiscal;Ações;723;723;0
25046;jul/22;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Conselho Administração;Ações;700;700;0
20346;jul/22;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Direto;Ações;700;700;0
13366;jul/22;HAGA S.A. INDUSTRIA E COMERCIO;Conselho Administração;Ações;686;686;0
8753;jul/22;METISA METALURGICA TIMBOENSE S.A.;Direto;Ações;673;673;0
8540;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Conselho Administração;Ações;631;631;0
15636;jul/22;CIA GAS DE SAO PAULO - COMGAS;Conselho Fiscal;Ações;610;610;0
9954;jul/22;ALFA HOLDINGS S.A.;Conselho Administração;Ações;607;607;0
3891;jul/22;ALFA HOLDINGS S.A.;Conselho Administração;Ações;607;607;0
1384;jul/22;ALFA HOLDINGS S.A.;Conselho Administração;Ações;607;607;0
15253;jul/22;ENERGISA S.A.;Controlador;Units;600;600;0
20087;jul/22;EMBRAER S.A.;Conselho Administração;Ações;600;600;0
18821;jul/22;CCR S.A.;Direto;Ações;597;597;0
94;jul/22;PANATLANTICA S.A.;Conselho Administração;Ações;553;553;0
6076;jul/22;FINANSINOS S.A.- CREDITO FINANC E INVEST;Conselho Administração;Ações;541;541;0
20257;jul/22;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Direto;Debêntures;540;540;0
20702;jul/22;VIVER INCORPORADORA E CONSTRUTORA S.A.;Conselho Administração;Ações;532;532;0
11975;jul/22;AZEVEDO E TRAVASSOS S.A.;Conselho Fiscal;Ações;512;512;0
11975;jul/22;AZEVEDO E TRAVASSOS S.A.;Conselho Fiscal;Ações;512;512;0
17450;jul/22;RUMO S.A.;Conselho Fiscal;Ações;500;500;0
18660;jul/22;CPFL ENERGIA S.A.;Direto;Ações;500;500;0
20435;jul/22;TECNISA S.A.;Conselho Administração;Ações;500;500;0
13366;jul/22;HAGA S.A. INDUSTRIA E COMERCIO;Controlador;Ações;500;500;0
13366;jul/22;HAGA S.A. INDUSTRIA E COMERCIO;Conselho Administração;Ações;500;500;0
19836;jul/22;RUMO S.A.;Conselho Fiscal;Ações;500;500;0
21334;jul/22;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Direto;Ações;500;500;0
94;jul/22;PANATLANTICA S.A.;Direto;Ações;496;496;0
25585;jul/22;CSN MINERAÇÃO S.A.;Conselho Administração;Ações;480;480;0
17922;jul/22;BRAZILIAN FINANCE E REAL ESTATE S.A.;Controlador;Ações;478;478;0
19348;jul/22;ITAÚSA S.A.;Conselho Administração;Ações;460;460;0
20990;jul/22;AMERICANAS S.A.;Conselho Administração;Ações;445;445;0
3115;jul/22;CIA SEGUROS ALIANCA DA BAHIA;Conselho Fiscal;Ações;432;432;0
14869;jul/22;CIA ENERGETICA DO CEARA - COELCE;Controlador;Ações;424;424;0
14524;jul/22;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Conselho Fiscal;Ações;421;421;0
8672;jul/22;IGUATEMI S.A.;Conselho Fiscal;Ações;410;410;0
13471;jul/22;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Conselho Fiscal;Ações;401;401;0
20451;jul/22;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Conselho Fiscal;Ações;400;400;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Conselho Fiscal;Ações;400;400;0
17671;jul/22;TELEFÔNICA BRASIL S.A;Conselho Fiscal;Ações;397;397;0
17329;jul/22;ENGIE BRASIL ENERGIA S.A.;Direto;Debêntures;380;380;0
14664;jul/22;SCHULZ S.A.;Conselho Administração;Ações;336;336;0
1325;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Controlador;Ações;315;315;0
20516;jul/22;SAO MARTINHO S.A.;Conselho Administração;1SERIE;300;300;0
25755;jul/22;BANCO MODAL S.A.;Órgãos Técnicos ou Consultivos;Units;299;299;0
11215;jul/22;TECBLU TECELAGEM BLUMENAU S.A.;Controlador;Ações;279;279;0
17329;jul/22;ENGIE BRASIL ENERGIA S.A.;Direto;Debêntures;265;265;0
20966;jul/22;CIA TECIDOS NORTE DE MINAS COTEMINAS;Direto;Ações;258;258;0
3298;jul/22;CIA HABITASUL DE PARTICIPACOES;Conselho Administração;Ações;252;252;0
17329;jul/22;ENGIE BRASIL ENERGIA S.A.;Direto;Debêntures;250;250;0
17922;jul/22;BRAZILIAN FINANCE E REAL ESTATE S.A.;Controlador;Ações;239;239;0
14206;jul/22;BRB BCO DE BRASILIA S.A.;Conselho Fiscal;Ações;220;220;0
21431;jul/22;HYPERA S.A.;Conselho Fiscal;Ações;200;200;0
